Name,Canal,Division,Circle,Zone,Lat,Long,Structure Type
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.32740911,74.50775399,Bridge
MINOR OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.32002635,74.50705308,Outlet
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.3159449,74.5072041,Fall Structure
WEIGHAL MINOR,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.27113599,74.5053947,Minor
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.25527863,74.50425735,Bridge
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.22811128,74.51011973,Fall Structure
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.20402681,74.50234858,Bridge
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.1841521,74.50158443,Fall Structure
VR  BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.14556504,74.4949786,Bridge
VR  BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.12863025,74.49921099,Bridge
KASUR MINOR OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.12857509,74.49953729,Outlet
MINOR OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.12835712,74.49886351,Outlet
DR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.5786728,71.14246964,Bridge
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.57119991,71.13561217,Fall Structure
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.57129945,71.13543295,Off Taking Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.57107028,71.13580266,Off Taking Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.57145393,71.13561083,Off Taking Canal
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.53936466,71.11680069,Bridge
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.4977422,71.10732156,Bridge
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.45171157,71.09484188,Fall Structure
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.45181017,71.09510767,Off Taking Canal
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.42372791,71.08466437,Bridge
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.39622537,71.07969085,Bridge
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.37344021,71.07557853,Fall Structure
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.37351752,71.07543887,Off Taking Canal
Off taking disty,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.37348656,71.07573567,Disty
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.32040538,71.06599439,Fall Structure
RLWY BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.96742022,74.61115706,Bridge
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.96667954,74.6110725,Bridge
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.96523976,74.61090763,Bridge
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.79044498,71.16610553,Bridge
Head Regulator,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.51025823,71.55425309,Regulator
RLY BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.4616745,71.52339921,Bridge
VR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.46001986,71.52241309,Bridge
DR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.44493121,71.51338833,Bridge
VR BRidGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.43178207,71.50551909,Bridge
VR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.39552529,71.48385849,Bridge
AQUA DUCT & ALLUWALI ROAD BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.38717178,71.47863534,Bridge
DR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.38470188,71.47735954,Bridge
OFF TAKING CANAL,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.38393197,71.47735137,Off Taking Canal
OFF TAKING DISTY,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.36708973,71.4665188,Disty
VR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.35754596,71.46115499,Bridge
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34287763,71.45246071,Fall Structure
Off Taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34292274,71.45284557,Off Taking Canal
Off Taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34283736,71.45269292,Off Taking Canal
Off Taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34314197,71.45220218,Off Taking Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34300726,71.4521304,Off Taking Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.196233,71.34748717,Off Taking Canal
off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.19636771,71.34755491,Off Taking Canal
Head Regulator,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.51025823,71.55425309,Regulator
RLY BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.4616745,71.52339921,Bridge
VR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.46001986,71.52241309,Bridge
DR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.44493121,71.51338833,Bridge
VR BRidGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.43178207,71.50551909,Bridge
VR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.39552529,71.48385849,Bridge
AQUA DUCT & ALLUWALI ROAD BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.38717178,71.47863534,Bridge
DR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.38470188,71.47735954,Bridge
OFF TAKING CANAL,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.38393197,71.47735137,Off Taking Canal
OFF TAKING DISTY,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.36708973,71.4665188,Disty
VR BRIDGE,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.35754596,71.46115499,Bridge
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34287763,71.45246071,Fall Structure
Off Taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34292274,71.45284557,Off Taking Canal
Off Taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34283736,71.45269292,Off Taking Canal
Off Taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34314197,71.45220218,Off Taking Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.34300726,71.4521304,Off Taking Canal
Off taking disty,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.196233,71.34748717,Disty
off taking disty,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,32.19636771,71.34755491,Disty
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.68435234,71.14958129,Bridge
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.6655506,71.14965587,Bridge
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.63767871,71.14856205,Bridge
Indus Branch Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.22780106,71.08218694,Branch Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.22794931,71.08199276,Off Taking Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.22778223,71.08234263,Off Taking Canal
Off taking Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.22787839,71.08244949,Off Taking Canal
Branch Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.22778065,71.08199081,Branch Canal
MURIDKE BRANCH CANAL,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.97922678,74.61234073,Branch Canal
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.97899397,74.61275206,Fall Structure
LAHORE BRANCH CANAL,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.58695068,74.5009183,Branch Canal
BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.58601057,74.50132064,Bridge
RLWY BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.57892206,74.50275596,Bridge
M.B.L CANAL,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.31292265,74.50671461,Other
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.31282101,74.50704453,Fall Structure
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.29388733,74.50613498,Bridge
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.27966244,74.50654219,Bridge
Munda Branch Canal,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.22808598,71.08246298,Branch Canal
Head Tatar,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.22802024,71.08220791,Other
Foot Bridge,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.35698658,74.30023285,Bridge
Daska Road Bridge,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.32554421,74.34181669,Bridge
VR Bridge,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.31699565,74.3507641,Bridge
DRG INLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.31434151,74.35418884,Inlet
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.30505588,74.36315126,Syphon
DRG INLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.30486145,74.36470885,Inlet
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.3000789,74.37275574,Bridge
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.2969021,74.38463293,Syphon
MOTORWAY BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.29036607,74.3912752,Bridge
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.28247482,74.39707766,Syphon
FOOT BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.2783255,74.40102959,Bridge
DR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.26842922,74.40233415,Bridge
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.2678806,74.4024105,Bridge
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.26036527,74.40404889,Syphon
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.24239041,74.41912079,Bridge
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.23146186,74.42850585,Syphon
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.22324763,74.43542758,Fall Structure
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.1982113,74.45841492,Bridge
drg Syphon,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.18897125,74.47090418,Syphon
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.32040538,71.06599439,Fall Structure
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.31941363,71.06581535,Bridge
DRNG INLET,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.30150376,71.06398842,Inlet
Fall Structure,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.27887972,71.07083118,Fall Structure
Cattle Ghat,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.25838423,71.077682,Other
VR Bridge,Thal Canal Main Line Lower,Kalabagh,Thal,Sargodha,31.25422681,71.07890045,Bridge
drg Syphon,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.18897125,74.47090418,Syphon
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.18737948,74.47199669,Syphon
BRB BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.17781592,74.48384941,Bridge
Fall Structure,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.17707718,74.48475069,Fall Structure
DRG INLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.15958192,74.50638348,Inlet
FOOT BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.15659374,74.50886865,Bridge
CANAL SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.15193179,74.51349852,Syphon
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.14797824,74.51709827,Fall Structure
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.1371204,74.52677576,Bridge
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.12468535,74.53127918,Syphon
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.11130983,74.53535107,Syphon
OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.10348404,74.53990632,Outlet
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.10033516,74.54328469,Fall Structure
OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.10021164,74.54283415,Outlet
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.08313948,74.55890535,Bridge
OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.07353559,74.56725914,Outlet
FOOT BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.07340341,74.56754691,Bridge
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.07241308,74.56867396,Bridge
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.06192192,74.58215085,Fall Structure
OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.06173815,74.58170032,Outlet
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.04939175,74.59481442,Syphon
OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.03938066,74.60281114,Outlet
FOOT BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.03595965,74.60557817,Bridge
FOOT BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.99563177,74.61484073,Bridge
OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.02521999,74.60876528,Outlet
drg Syphon,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.18897125,74.47090418,Syphon
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.00926782,74.61264792,Bridge
OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.00863675,74.61247148,Outlet
DRG INLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.6351245,74.48970116,Inlet
BHAISIN VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.62399878,74.49149102,Bridge
MINOR OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.61570641,74.49310261,Outlet
BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.59660526,74.49660248,Bridge
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.98910205,74.61370267,Syphon
DRG SYPHON,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,32.0167167,74.61070085,Syphon
MINOR OUTLET,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.12835712,74.49886351,Outlet
FALL STRUCTURE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.10931445,74.50314,Fall Structure
BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.09953759,74.50272075,Bridge
VR BRIDGE,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.08137224,74.50190069,Bridge
Road Bridge,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.05892485,74.51371279,Bridge
Fall Structure,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.03829005,74.52294355,Fall Structure
Road Bridge,BRBD Link Canal,Pasrur Link Sialkot,UCC,Lahore,31.03586836,74.5200848,Bridge
Off Taking Jori Canal Bridge,BS Link I,BS Link,Link Circle,Lahore,31.0305567,73.92176512,Bridge
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,31.01455646,73.9202936,Bridge
Pattoki Chunian Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.99386044,73.91835417,Bridge
Habib Abad Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.97288053,73.92251817,Bridge
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,30.96335316,73.92330672,Bridge
Jhaal Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.93992022,73.92327246,Bridge
Distributary,BS Link I,BS Link,Link Circle,Lahore,30.92756827,73.92354521,Other
Chunian Hujra Shah Muqim Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.91509446,73.92379219,Bridge
Cross Regulator,BS Link I,BS Link,Link Circle,Lahore,30.91042897,73.92391266,Regulator
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,30.86817126,73.92722133,Bridge
Escape,BS Link I,BS Link,Link Circle,Lahore,30.89669187,73.92388257,Other
Drainage Syphon,BS Link I,BS Link,Link Circle,Lahore,30.89788896,73.92384577,Syphon
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,30.77082729,73.92171539,Bridge
Head Gulsher Bridge,BS Link I,BS Link,Link Circle,Lahore,30.61020797,73.93886036,Bridge
Out Fall Bridge,BS Link I,BS Link,Link Circle,Lahore,30.50555718,73.92092906,Bridge
Rohella Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.51695074,73.92131812,Bridge
Bhai Pheru Head Balloki Road Bridge,BS Link I,BS Link,Link Circle,Lahore,31.22042754,73.86245701,Bridge
Balloki Road Bridge,BS Link I,BS Link,Link Circle,Lahore,31.19125165,73.88492405,Bridge
Lift Irrigation Scheme Bridge,BS Link I,BS Link,Link Circle,Lahore,31.18968705,73.88603886,Bridge
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,31.16154409,73.898873,Bridge
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,31.13395278,73.90574512,Bridge
Jumbar Road Bridge,BS Link I,BS Link,Link Circle,Lahore,31.11739977,73.90933231,Bridge
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,31.1026769,73.91223527,Bridge
Pattoki Rawind Road Bridge,BS Link I,BS Link,Link Circle,Lahore,31.05911773,73.92269784,Bridge
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,31.04153462,73.92234381,Bridge
Jalalpur Pirwala-Uch Sharif Hwy Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.20884789,71.07167031,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.19006508,71.06532047,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.16826817,71.06309737,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.13836561,71.06236374,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.10730806,71.06272994,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.97313939,71.06043725,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.91850917,71.06762682,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.87780115,71.06423864,Bridge
Minor,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.81698746,71.03516382,Minor
Minor,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.81141166,71.03356137,Minor
Minor,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.79065932,71.02483526,Minor
Minor,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.78411653,71.01876278,Minor
Minor,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.7741154,71.00495188,Minor
Minor,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.77105544,71.00081898,Minor
Eastern Sadiqia Canal Head Regulator,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.37675291,73.87019965,Regulator
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.37542775,73.87088174,Bridge
Bareka Amruka Road Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.32259508,73.87943443,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.30598504,73.86194858,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.2805471,73.8438553,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.2365998,73.81234491,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.18435669,73.77435563,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.16832252,73.76267072,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.07750328,73.660634,Bridge
Sub-Minor,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.0601381,73.55373549,Minor
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.05149082,73.53193126,Bridge
Distributary,BS Link I,BS Link,Link Circle,Lahore,30.84168774,73.92840974,Other
Depalpur Kasur Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.82004988,73.92228119,Bridge
Distributary,BS Link I,BS Link,Link Circle,Lahore,30.69719152,73.92910207,Other
VR Bridge,BS Link I,BS Link,Link Circle,Lahore,30.68371491,73.92947836,Bridge
Atari Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.65552992,73.93255908,Bridge
Distributary,BS Link I,BS Link,Link Circle,Lahore,30.65087242,73.93277009,Other
Bashirpur Sodhiwala Hira Singh Road Bridge,BS Link I,BS Link,Link Circle,Lahore,30.61151035,73.93835288,Bridge
Distributary,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.07401899,73.647324,Other
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.07019487,73.63291051,Bridge
Sub-Minor,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.06876144,73.62845158,Minor
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.06269777,73.59229593,Bridge
Distributary,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.03894262,73.50925169,Other
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.0259464,73.4909028,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,29.9884154,73.43848603,Bridge
Distributary,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,29.9842994,73.4342704,Other
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,29.95923694,73.41077482,Bridge
Distributary,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,29.94135827,73.38241616,Other
Jalwala Headworks,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,29.93647489,73.37669596,Other
Railway Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.09602613,71.0627609,Bridge
National Highway Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.08538793,71.06284532,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.06226451,71.06296478,Bridge
Railway Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.15330296,73.7544187,Bridge
Bhole Pul Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.14368538,73.75152678,Bridge
VR Bridge,Eastern Sadiqia Canal,Sadiqia,Bahawalnagar,Bahawalpur,30.10485863,73.72003512,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.33467023,71.03920657,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.31300565,71.04803586,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.29438333,71.04958412,Bridge
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.2786803,71.05314668,Bridge
Shukkar Multan Motorway M-5 Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.26098087,71.06006768,Bridge
Jalalpur Road Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.25155098,71.0651207,Bridge
Ahmadpur Sharqia Road Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.23291129,71.071816,Bridge
Pipe line,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.23128677,71.071775,Pipe line
VR Bridge,Abbasia Link Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.21761984,71.07200043,Bridge
DRG Inlet RD 101815,QB Link Canal,QB Link,QB Link,Faisalabad,32.05054858,73.76392796,Inlet
DRG Inlet RD 104715,QB Link Canal,QB Link,QB Link,Faisalabad,32.0413067,73.76717175,Inlet
VR Bridge RD 108390,QB Link Canal,QB Link,QB Link,Faisalabad,32.03172068,73.7702829,Bridge
VR Bridge RD 116356,QB Link Canal,QB Link,QB Link,Faisalabad,32.01053908,73.77755598,Bridge
DRG Inlet RD 96965,QB Link Canal,QB Link,QB Link,Faisalabad,32.06692083,73.75804823,Inlet
VR Bridge RD 100023,QB Link Canal,QB Link,QB Link,Faisalabad,32.05360045,73.76247694,Bridge
