Name,Canal,Division,Circle,Zone,Lat,Long,Structure Type
Thal Branch Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.46854806,71.01334125,Outlet
Rafique Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.46821504,71.012555,Outlet
Fall Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.46823541,71.01288939,Fall Structure
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.4080633,71.04246565,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.35728395,71.0765252,Bridge
Sanawan-Sultan Colony Road Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.30095776,71.07416279,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.3008614,71.07411609,Bridge
Pipe line Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.2942378,71.0710473,Pipe line
Minor Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.28118519,71.06523305,Outlet
Zakria Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.26247583,71.05602194,Outlet
Lower Sardar Wah Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.26231956,71.05657796,Outlet
Fall Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.26230894,71.05624115,Fall Structure
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.25928383,71.05481991,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.21795947,71.03551364,Bridge
Muzaffargarh-Kot Addu Road Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.18673963,71.02094067,Bridge
Lower Kotwah Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.18675731,71.02121633,Outlet
Foot Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.16460451,71.0034754,Bridge
Railway Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.15743192,70.99573057,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.15458928,70.99267761,Bridge
Lower Jakhri Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.14554709,70.98341098,Outlet
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.14446755,70.98180301,Bridge
Foot Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.138559,70.97546752,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.12684762,70.960099,Bridge
Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.1268925,70.95946173,Outlet
Lower Maggi Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.12573506,70.95957701,Outlet
Kalu Wah Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.12565397,70.95937887,Outlet
Dinga Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.12563811,70.95918064,Outlet
Fall Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.1258926,70.95875497,Fall Structure
N70 Road Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.08629792,70.90444063,Bridge
Escape channel 246100,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.04376205,70.89946884,Other
Ghuttu Left Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.04257375,70.90066617,Outlet
Ghuttu Right Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.04235272,70.90009584,Outlet
Fall Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.04231862,70.90046683,Fall Structure
Foot Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.01792413,70.90874814,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.00264274,70.91211959,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.96417631,70.91092284,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.9434058,70.91245308,Bridge
Baitwala Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.92827044,70.91949197,Outlet
Qaim Shah Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.92809828,70.91955541,Outlet
Adil Wah Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.92810982,70.92014613,Outlet
Fall Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.92793533,70.91980309,Fall Structure
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.89494747,70.92541046,Bridge
Under Construction VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.89152381,70.92551995,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.85696586,70.91695227,Bridge
Shujra Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.82765545,70.90169615,Outlet
Dammar wala Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.82755384,70.90225384,Outlet
Bahishty Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.84122677,70.90698696,Outlet
Harnam Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.82750374,70.90221531,Outlet
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.79746888,70.89307392,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.77804123,70.88321378,Bridge
VR Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.744539,70.88258422,Bridge
Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.72205633,70.88005983,Outlet
Sony Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.72105142,70.88015598,Outlet
Sohrab Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.72082617,70.88024525,Outlet
Kaurey Khan Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.72073771,70.88041633,Outlet
Fall Structure & Jatoi Shah Jamal Road Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,29.72068732,70.88050973,Fall Structure
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.41438063,73.12092526,Bridge
Mona Syedan Canal Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.44706676,73.13583759,Bridge
Chah Mattay Ka Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.47717491,73.16338851,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.49266528,73.177219,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.50833964,73.18491459,Bridge
Hydraulic Structure,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.51377869,73.18891155,Other
Head Shahpur,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.51537594,73.19020048,Other
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.51938508,73.19617984,Bridge
Chak Raib Canal Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.53508588,73.21802213,Bridge
Railway Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.55324419,73.2334769,Bridge
DRB,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.56136334,73.24045489,Other
Pulley/Bridge VRB,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.57681661,73.26654317,Bridge
VRB,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.57800001,73.27546077,Other
Fall,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.58115098,73.29612325,Other
Canal Head Regulator,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.58171868,73.29658436,Regulator
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.58492471,73.30451641,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.58872637,73.31361342,Bridge
VRB,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.59074006,73.33609293,Other
Malakwal Mandi Road Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.59098127,73.35178306,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.59187048,73.37352927,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.59754922,73.40595159,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.60038551,73.4229352,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.60306153,73.43683955,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.60717,73.45146233,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.61191896,73.46111744,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.62102701,73.47691226,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.63602861,73.50323257,Bridge
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.64407063,73.5174485,Bridge
Hydraulic Structure,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.65824692,73.53620871,Other
Taang Pull,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.66449632,73.53328363,Other
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.4999486,73.6577351,Bridge
Marala-Mandibhaudin Road,R.Q. Link.,Jhelum,LJC,Sargodha,32.50467358,73.63414987,Other
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.50583063,73.62573301,Bridge
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.50697775,73.61487572,Bridge
Head Regulator,R.Q. Link.,Jhelum,LJC,Sargodha,32.51686904,73.58670927,Regulator
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.52367625,73.57820197,Bridge
Marala-Mandibhaudin Road,R.Q. Link.,Jhelum,LJC,Sargodha,32.5276431,73.57428491,Other
Hydraulic Structure,R.Q. Link.,Jhelum,LJC,Sargodha,32.54310609,73.5585807,Other
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.54875032,73.55139117,Bridge
Hyrdaulic Structure,R.Q. Link.,Jhelum,LJC,Sargodha,32.55451955,73.54776825,Other
Hydraulic structure,R.Q. Link.,Jhelum,LJC,Sargodha,32.56781497,73.54039393,Other
Hydraulic Structure,R.Q. Link.,Jhelum,LJC,Sargodha,32.56829581,73.54015894,Other
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.57131103,73.53942814,Bridge
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.58700946,73.53769329,Bridge
Hydraulic Structure,R.Q. Link.,Jhelum,LJC,Sargodha,32.59699725,73.53807626,Other
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.5971439,73.5380749,Bridge
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.60729568,73.53870189,Bridge
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.61381089,73.53903355,Bridge
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.63998595,73.54116802,Bridge
sargodha - Gujraat Road,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.65652938,73.53842334,Other
Bridge,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.66491979,73.53438844,Bridge
Head Regulator of RQ Link Canal,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.67871162,73.52262149,Regulator
Rasul Barrage,"Main Line, L.J.C.",Rasul Division LJC,LJC,Sargodha,32.67907047,73.52187745,Other
Head Regulator,R.Q. Link.,Jhelum,LJC,Sargodha,32.36015887,73.71743855,Regulator
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.42255725,73.70878391,Bridge
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.43168278,73.70509523,Bridge
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.39461318,73.71782265,Bridge
Structure,R.Q. Link.,Jhelum,LJC,Sargodha,32.4590019,73.69529451,Other
Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.49281542,73.67193774,Bridge
Dinga Phalia Road Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.49762083,73.66386108,Bridge
Gujrat Phalia Road Bridge,R.Q. Link.,Jhelum,LJC,Sargodha,32.44500338,73.70061061,Bridge
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36454718,73.25923643,Fall Structure
Outlet,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35588133,73.23192871,Outlet
Chak Shafi Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35511315,73.22845514,Bridge
Khurrampur Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.61674748,72.24755041,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.64804632,72.25839343,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.66042559,72.25851446,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.68159634,72.25870532,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.71431688,72.25689763,Bridge
DRG Inlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.67264802,72.25878169,Inlet
DRG Inlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.69917589,72.25762851,Inlet
Syphon Downstream Control Structure,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.72521612,72.25009603,Syphon
Syphon Control Structure,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.72844059,72.24569275,Syphon
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.77216791,72.23401081,Bridge
Khanpur Link Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.79584174,72.2321643,Bridge
Malikpur Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.81038393,72.22980482,Bridge
Canal Syphon,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.81068824,72.23005265,Syphon
Off taking Distributary,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.81033652,72.22941738,Other
Pakki Nehar Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.8183544,72.22856901,Bridge
DRG Inlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.85076485,72.22344205,Inlet
Outlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.86717015,72.21897067,Outlet
Railway Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.87196713,72.21517106,Bridge
Fall Structure,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.88943923,72.20038195,Fall Structure
Fall Structure,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.88950296,72.20007258,Fall Structure
Outlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.91585855,72.20177702,Outlet
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.92673664,72.20245654,Bridge
Karam Pur Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.940714,72.2021584,Bridge
Outlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.94627445,72.20181584,Outlet
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.96525361,72.20169798,Bridge
Distributary Canal,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.98063806,72.20101084,Other
Fall Structure,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.98050519,72.20143361,Fall Structure
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.0142675,72.20080219,Bridge
Fall Structure,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.04092001,72.19877426,Fall Structure
Head Regulator,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.04108126,72.19829525,Regulator
MR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.04711831,72.19653363,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.0659236,72.19618192,Bridge
Outlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.06959874,72.19572242,Outlet
Adda Pipli Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.09500034,72.19554565,Bridge
Canal Head Regulator,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38013772,73.86369522,Regulator
Haveli Lakha - Fazilka Rd Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38026811,73.86172022,Bridge
VR Bridge',Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38557154,73.75498633,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38624347,73.72685499,Bridge
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38613431,73.69813029,Fall Structure
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38596264,73.66703362,Bridge
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.3854725,73.65104177,Outlet
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38587062,73.64331901,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38577037,73.62420115,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.38561824,73.59142181,Bridge
Chak 38/SP Rd Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.37574056,73.54631415,Bridge
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.37430408,73.53315703,Outlet
Outlet,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.37384017,73.52138768,Outlet
Headworks Kumhari Wal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.3724972,73.50860673,Other
Cross Regulator,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.37202852,73.50895427,Regulator
Pakpattan Hydropower Project,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.37294565,73.50149028,Other
Hafsa Mujahid Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36922659,73.4694571,Bridge
Railway Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36835265,73.44457127,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36990691,73.43059867,Bridge
Okara Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36772767,73.40486572,Bridge
Hospital Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36536632,73.37894421,Bridge
Pakpattan Canal Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36406109,73.36548498,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36515395,73.33886027,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36825123,73.30814041,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36951497,73.28651405,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.1763391,72.56380142,Bridge
Minor Canal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.1454524,72.5383003,Minor
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.14404701,72.53700708,Fall Structure
Chak 18 Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.12344408,72.52171951,Bridge
Bangla Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.11853386,72.51197658,Bridge
Outlet,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.11659578,72.48884167,Outlet
Minor Canal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.11623039,72.48887589,Minor
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.11625503,72.4868148,Fall Structure
Pakhy More Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.11179395,72.46638033,Bridge
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.11078037,72.46467199,Fall Structure
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.08910283,72.43245479,Bridge
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.08069898,72.40493704,Fall Structure
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.07955988,72.40113925,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.07611096,72.36428405,Bridge
Outlet,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.07796,72.3259567,Outlet
Khanewal - Vehari Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.0772835,72.32118665,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.07343342,72.28308445,Bridge
Branch Canal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.07062416,72.25617765,Branch Canal
Branch Canal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.0707875,72.25604714,Branch Canal
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.07035384,72.25209349,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.06946614,72.24630496,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.06763636,72.24114696,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.05773585,72.22721603,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.05145369,72.21937976,Bridge
Delhi - Multan Rd.,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.04223726,72.20188278,Other
Hasilpur Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.58036376,72.21684924,Bridge
Behli Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,29.59746837,72.23510873,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.13392278,72.19467391,Bridge
Outlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.16158336,72.19394022,Outlet
Inlet Structure,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.16223561,72.19449662,Inlet
Outlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.16292298,72.19392091,Outlet
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.17748398,72.19394723,Bridge
Chowk Jamal Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.21848504,72.19842147,Bridge
Vehari - Kacha Khuh Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.23531469,72.19823446,Bridge
Musafir Pul Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.26170275,72.19812993,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.29724764,72.19793531,Bridge
Outlet,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.30562154,72.19813591,Outlet
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.33000799,72.19770413,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.34359001,72.19760252,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.37359548,72.19689681,Bridge
Pipeline,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.37929189,72.19669707,Other
National Highway,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.39002817,72.19630619,Other
Railway Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.38955972,72.1964178,Bridge
MR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.38914665,72.1963975,Bridge
